pert_iname,NPC1,INSIG1,HMGCS1,SMILES
levocabastine,0.3899,-0.1622,-0.2919,C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1
BRD-K70831943,-0.2772,-0.6315,-0.6997,Cc1ccc(cc1S(=O)(=O)N2CCCCC2)n3sc4ccccc4c3=O
BRD-K66288362,-0.8428,-1.521,1.4596,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCOCC2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4
BMS-536924,0.08579999999999999,-0.6249,-2.19815,Cc1cc(cc2[nH]c(nc12)-c1c(NC[C@@H](O)c2cccc(Cl)c2)cc[nH]c1=O)N1CCOCC1
SA-1921617,1.11295,-0.6246500000000001,-2.0465,COc1ccccc1NC(=O)N1CCCCN2[C@@H](CO)[C@H]([C@H]2C1)c1ccc(cc1)-c1cccc(c1)C#N
BRD-K37021324,0.0015999999999999973,0.012749999999999997,-0.7383,OCCNc1nc(Nc2cc(Cl)ccc2OC3CCCC3)nc(n1)N4CCCC4
AM-251,0.3224,-0.5807499999999999,0.46614999999999995,Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
etiocholanolone,0.3617,-0.2631,0.2608,C[C@]12CCC3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@H]1CCC2=O
BRD-K70399291,-1.1642,-0.4553,-0.5139,CCc1cnc(s1)N1[C@@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1
NCH-51,4.1829,2.7163,0.0712,CC(C)C(=O)SCCCCCCC(=O)Nc1nc(cs1)-c1ccccc1
KB-R7943,1.4624,3.2680000000000002,2.6566,NC(=N)SCCc1ccc(OCc2ccc(cc2)[N+]([O-])=O)cc1
BRD-K25065206,-0.3856,-0.3254,-0.46799999999999997,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2F)Oc3cc(C#CCN(C)C)ccc3S1(=O)=O
daidzein,-0.05229999999999996,0.36829999999999996,-0.30090000000000006,Oc1ccc(cc1)-c1coc2cc(O)ccc2c1=O
boldine,-0.1535,0.1457,0.1128,COc1cc-2c(C[C@@H]3N(C)CCc4cc(O)c(OC)c2c34)cc1O
BRD-K01477275,0.0331,0.4819,0.2481,OC[C@@H]1[C@H]2[C@H](CN(C(=O)C3CCOCC3)c3ccccc23)N1Cc1ccc(Cl)cc1
pergolide,0.4981,0.47250000000000003,0.42855,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13
ON-01910,0.9357,0.5271,0.8874,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1
testosterone,0.1636,0.0681,0.2011,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
BRD-K98079119,-0.516,-0.0785,-1.0854,OC(c1ccc(NC(=O)c2ccc(F)cc2F)cc1)(C(F)(F)F)C(F)(F)F
BRD-K08857385,-0.57115,-0.83325,-0.631,CC(=O)Nc1oc(nc1C#N)c2cccc3ccccc23
BRD-A18411371,2.8419,3.728,1.3104,COc1ccc(cc1)C(N(C(=O)CCl)c2cccc(Cl)c2)C(=O)NC3CCCCC3
imipenem,1.2391,-0.0318,-0.8578,C[C@@H](O)[C@H]1[C@H]2CC(SCCNC=N)=C(N2C1=O)C(O)=O
quizartinib,-0.15485,-0.415,-1.12565,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1
BRD-K59939374,-0.4383,-0.4676,0.2831,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K79619196,-0.0651,-0.0653,-0.0295,Oc1ccccc1NC(=O)CCCCCC(=O)N/N=C/c2cc(F)ccc2O
BRD-A13346522,-0.1182,-0.020849999999999997,0.08965000000000001,CCn1cc(CN2CCCC(C2)C(=O)c3cccc(c3)C(F)(F)F)cn1
BRD-K57879743,-0.6322,-1.8173,-1.9046,OC[C@H]1[C@@H]([C@H]2CN(CC3CCOCC3)CCCCN12)c1ccc(cc1)-c1cccnc1
YC-1,0.0114,-0.2357,-0.5845,OCc1ccc(o1)c2nn(Cc3ccccc3)c4ccccc24
amlodipine,1.81505,3.7099,2.1875999999999998,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
tranilast,0.1228,0.0983,-0.7254,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC
BRD-K56596360,-0.5303,-0.9566,-0.0778,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
BRD-K05452595,-0.154,-0.30125,-0.1916,OCCCOc1ccc(cc1)C2=N[C@](Cc3ccccc3CN=[N+]=[N-])([C@H](O2)c4ccccc4N=[N+]=[N-])C(=O)N5CCOCC5
BRD-K26381032,-0.2712,0.16385,-0.27585,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3CC1=O
RS-39604,2.4125,5.0878,4.065,COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1
BRD-A90643929,0.23919999999999997,0.66265,-0.00205,OCCOc1ccccc1C1N2C(C(C(=O)NCC(O)c3ccccc3)C11C(=O)Nc3ccc(cc13)C#CC1=CCCCC1)C(=O)OC(C2c1ccccc1)c1ccccc1
BRD-K43131268,1.08,0.2757,0.5725,Cc1ccc(cc1)c2nnc(SCC(=O)c3ccc(O)c(O)c3)n2CC=C
nicardipine,-0.0562,-0.4993,-0.8679,COC(=O)C1=C(C)N=C(C)C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1
BRD-K70771662,0.875,-0.3253,-0.467,Clc1ccc(cc1)C(=O)Nc2ccc(Sc3ccccc3)c(C#N)c2
SEW-00445,-0.51395,-0.43925000000000003,-0.31145,CCOC(=O)c1n[nH]c(=S)[nH]c1=O
BRD-K73224765,0.1404,0.8714,-0.3319,COC(=O)c1ccc(CN2C[C@@H]3[C@H]([C@H](CO)N3C(=O)C2)c2ccc(Br)cc2)cc1
TWS-119,-0.159,-0.5196000000000001,-0.73935,Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1
BRD-K47533918,1.3568,1.5130000000000001,0.2586,CN1[C@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O
BRD-A60784279,0.6349,0.8892,1.2487,O=C(Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12)c6ccccc6
tamibarotene,0.6849000000000001,0.08975,-0.85655,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12
naringenin,0.2037,0.3128,0.0003,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2
clopamide,0.2569,0.9635,0.8229,C[C@H]1CCC[C@@H](C)N1NC(=O)c2ccc(Cl)c(c2)S(=O)(=O)N
BRD-K37727696,-0.04470000000000002,0.3055,-0.5518500000000001,COC(=O)CSc1nc2ccccc2[nH]1
BRD-K82140622,-0.4117,1.3730000000000002,-0.1607,Clc1cccc(c1)c2ccc3ncnc(NCc4cccnc4)c3c2
AG-490,0.8382499999999999,-0.006999999999999999,0.02595,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCc1ccccc1
BRD-K69231968,-2.1338,-0.0032,-2.904,CCOC(=O)N1CCC(CC1)NCCNC(=O)c2ccc(F)c(F)c2
BRD-K79826210,1.80345,1.8336000000000001,2.4316500000000003,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C#N)cc2)Oc3ncc(C#Cc4ccc(cc4)C(F)(F)F)cc3C1=O
parbendazole,0.6532,-0.0236,0.5631,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
BRD-K81514393,0.83215,2.8084,3.7500999999999998,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O
BRD-A92334183,0.7663,0.6923,-0.0028,NC(Cc1ccc(O)c(O)c1)C(=O)NCCCC(O)=O
didanosine,-0.6603,1.1838,-0.9906,OC[C@@H]1CC[C@@H](O1)n1cnc2c(O)ncnc12
BRD-K21237738,-0.6328,-0.7415,0.7176,OCC#CCSc1nnc(o1)c2cccc3ccccc23
BRD-K46381939,-0.5855,-0.1845,-1.0719,CCCNC(=O)N1[C@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1
BRD-K63245238,-0.2008,-1.0003,-0.1678,CCOC(=O)c1c(NC(=S)NC(=O)c2ccc(OC)c(c2)[N+](=O)[O-])sc3CCCc13
FR-122047,-0.5426,0.8406,0.5382,COc1ccc(cc1)-c1nc(sc1-c1ccc(OC)cc1)C(=O)N1CCN(C)CC1
BRD-K08293924,-0.2846,0.4766,0.0,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O
diosmin,1.1377,0.2175,0.7776,COc1ccc(cc1O)-c1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2o1
BRD-K08663380,1.55415,1.0797999999999999,1.6242,CN(C)C(=O)c1cccc(c1)-c1cccc(c1)-c1nc(cc2CN([C@H](CCO)c12)[S@](=O)C(C)(C)C)C(=O)NC1CCCCC1
BRD-K50204028,0.4043,0.6011,0.5193,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
BRD-K47170156,-0.4937,-0.3342,-0.5764,OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)C1CCC1)-c1ccc(cc1)C#N
BRD-K71701252,1.58195,1.4085999999999999,0.7706500000000001,CC(=O)N1CCOc2cc(ccc12)S(=O)(=O)NCC3CCC(CC3)C(=O)Nc4cccc(C)c4
BRD-K88426506,1.0625,0.2258,0.4636,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)Oc3c(NC(=O)CCCCCC(=O)Nc4ccccc4N)cccc3C1=O
BRD-K45308677,0.3002,0.6936,-0.578,Nc1c(C#N)c(Cc2cccc3ccccc23)nn1CCC#N
paroxetine,1.7241,2.8672,2.5368,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1
BRD-K90149465,0.5255,-0.25925000000000004,0.38195,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4cc(C#CCN(C)C)ccc4S1(=O)=O
fosinopril,-0.1293,-0.05105,0.61435,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C
carmofur,0.95295,-0.9433,-0.19014999999999999,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
BG-1015,-1.2066,-0.5651,-1.0959,CC(=O)Nc1ccc(cc1)C(=O)NC1CCCCC1N
BRD-K53808186,-0.27735,0.7568,1.47815,CN1[C@@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O
tyrphostin-AG-835,0.1994,0.0921,0.3052,C[C@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1
MW-SHH-54,0.1685,-0.4961,0.4136,Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N3CCC[C@@H]3COC2=O)cc1
oxcarbazepine,-0.49824999999999997,-1.1784,0.21259999999999998,NC(=O)N1c2ccccc2CC(=O)c2ccccc12
BRD-K99439802,1.4880499999999999,1.41505,1.4005999999999998,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C1=O
chlordiazepoxide,-0.6377,0.5266,0.0595,CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3
BRD-K59805090,0.28975,0.42700000000000005,1.01235,COc1ccc(NC(=O)N(C)C[C@H]2Oc3ccc(cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)N(C)C)cc1
BRD-K65404805,-0.84745,-0.32715,0.3378,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C
BRD-K76438898,0.4193,1.1925,1.4904,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4c(C)noc4C)cc3C1=O
BRD-K62970326,0.8633,0.012099999999999996,0.69625,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3CC1=O
CGP-71683,2.9375,4.9114,3.7582,Nc1nc(NCC2CCC(CNS(=O)(=O)c3cccc4ccccc34)CC2)nc5ccccc15
estradiol-cypionate,0.1582,-0.1897,-1.3435,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2OC(=O)CCC1CCCC1
BRD-K05885800,-0.4999,0.8184,1.2584,CCc1csc(n1)N1[C@@H](CO)[C@@H]([C@@H]1CNC(C)C)c1ccc(cc1)\C=C\C
BRD-K60870698,5.4856,3.2446,1.3362,Oc1c(CN2CCCCC2)cc(COCc3ccccc3)c4cccnc14
BRD-K35451338,-0.7519,-0.7136,0.4175,CN(C)CC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(CC3CCOCC3)C[C@@H]12
BRD-K24251672,-1.3369,0.1675,0.5299,COc1ccc(NC(=O)N2CCCCN3[C@@H](CO)[C@@H]([C@H]3C2)c2ccc(cc2)C2=CCCC2)cc1
danoprevir,-0.6834,-0.1257,0.4073,CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@@]2(CNS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1Cc2cccc(F)c2C1
retinol,-0.2843,-0.06315,0.0003,CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/CO
BRD-K44828732,0.6224,-0.0686,0.5922,COc1ccc2c3c([C@H](CO)NC[C@]33CCN(Cc4ccncc4)CC3)n(C)c2c1
ubenimex,-0.5072,-0.1212,-0.6763,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(O)=O
estriol,-0.2537,-0.0795,-0.3295,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@H]1C[C@@H](O)[C@@H]2O
BRD-K98546361,-0.1921,-0.4952,-0.7441,O=C(Cn1nc(-c2ccccc2)c2ccccc12)Oc1ccccc1
5-hydroxytryptophan,0.042200000000000015,-0.39790000000000003,0.01055,NC(Cc1c[nH]c2cccc(O)c12)C(O)=O
NSC-632839,2.8926499999999997,1.2304,2.2469,Cc1ccc(/C=C/2\CNC/C(=C/c3ccc(C)cc3)/C2=O)cc1
BRD-K42543764,-0.17395,0.15705,0.36245000000000005,COc1ccccc1C(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)Nc2ccccc2)c2ccccc12
argatroban,-0.1364,0.2585,-1.4135,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c1cccc2CC(C)CNc12
KU-C103874,0.1609,1.0822,-1.3134,Cc1ccc2c(Cl)c(sc2c1)C(=O)NCCCN1CCOCC1
NVP-AUY922,0.1034,-0.6992,0.4002,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
estradiol-valerate,-1.021,-0.6843,-1.3596,CCCCC(=O)O[C@H]1CCC2C3CCc4cc(O)ccc4C3CC[C@]12C
BRD-K18726304,0.8357,0.8181,0.785,CC(C)N1CCc2c(C1)sc(NC(=O)CCC#C)c2-c1nc2ccccc2s1
BRD-K71915010,-0.0148,-0.5762,-0.6744,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O
SA-1458985,-0.2589,-0.6824,-1.3902,O[C@@H]1COC[C@@H]2O[C@@H](CC(=O)NCCc3ccncc3)CC[C@H]2N(Cc2cccc(c2)C(F)(F)F)C1
BRD-K56584267,0.2943,0.4933,0.0441,COc1ccc(NC(=O)Nc2ccc3O[C@H](C)CCCCO[C@H](CN(C)S(=O)(=O)c4ccc(Cl)cc4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1
SA-1920327,-0.23575000000000002,1.5399,1.5008,OC[C@H]1[C@@H]([C@@H]2CN(CCCCN12)C(=O)Nc1ccc(F)cc1)c1ccc(cc1)-c1ccc(cc1)C#N
BRD-K35247118,0.3865,0.9445,0.9825999999999999,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K73118655,0.37935,-0.88575,-0.47895,COc1ccc(NC(=O)N[C@H]2CC[C@H](CC(=O)NC3CCC3)O[C@@H]2CO)cc1
SA-102787,-0.5887,0.0578,-0.9432,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O
GW-1929,-1.3912,-0.5145,-1.4224,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1
BRD-K47808476,0.9637,0.5425,0.0014,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
BRD-K45534781,-0.7222,-3.9104,-3.3018,OC[C@@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)C1CCCC1)C1=CCCCC1
nadolol,-0.7123,-0.3186,0.03699999999999999,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12
viomycin,1.6135,0.7056,-0.6388,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O)=CNC(N)=O)[C@H]1C[C@H](O)N=C(N)N1
BAS-00535043,3.1709,3.2478,2.6283,O=C(Oc1cccc(\C=N\Nc2nc(Nc3ccccc3)nc(n2)N2CCOCC2)c1)c1ccco1
BRD-K17139610,0.5812999999999999,-0.67975,0.72155,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2C#N)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45
BRD-K73602693,-0.4874,0.2122,-0.4645,CCCN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
CAY-10415,-1.1799,-0.3211,-0.0139,CCc1ccc(nc1)C(=O)COc1ccc(CC2SC(=O)NC2=O)cc1
GBR-12935,0.34925000000000006,0.59655,1.4785,C(CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1
PRL-3-inhibitor-I,-0.7672,-0.3751,-1.976,Brc1ccc(OCc2ccccc2Br)c(/C=C\3/SC(=S)NC3=O)c1
BRD-K10283649,-0.5397,-0.5723,-1.2517,NCCc1ccccc1O
BRD-K60774644,-0.1614,1.4946,1.0728,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)CCC(F)(F)F)cc4CC1=O
glutamyldopamine,-0.1821,0.4603,0.0,N[C@H](CCC(=O)NCCc1ccc(O)c(O)c1)C(O)=O
ciclopirox,1.94805,1.8044,3.41545,Cc1cc(C2CCCCC2)n(O)c(=O)c1
azacitidine,0.4576,-0.39785000000000004,-0.03585,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
BRD-K96194602,-0.0566,1.1702,0.8839,CCCC#Cc1ccc2c(O[C@@H](CN(C)Cc3ccncc3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
BRD-K72504866,0.07325000000000001,-0.2028,-0.38744999999999996,CN(C)S(=O)(=O)c1ccc(N2CCCC2)c(c1)C(=O)N3CCN(CC3)c4cccc(C)c4C
BRD-K75051049,0.21925,-0.3822,-0.8195000000000001,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NS(=O)(=O)c5ccccc5)cc4CC1=O
BRD-K91671201,0.3838,-0.33280000000000004,-0.0778,OS(=O)(=O)CCN1C(=S)S\C(=C/c2cn(nc2-c2ccc(OCc3ccccc3Cl)cc2)-c2ccccc2)C1=O
BRD-K09068728,-1.05165,-1.73265,0.6904999999999999,CN1[C@@H]2CC[C@@H](CC(=O)NCC(F)(F)F)O[C@H]2COc2ccc(NC(=O)c3ccccc3Cl)cc2C1=O
BRD-K21913257,0.5612,-0.1824,-0.3514,CN1[C@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O
BRD-K96083840,-1.1374499999999999,-0.70085,-1.04285,O=C(OCC#CCSc1nnc(o1)-c1cccc2ccccc12)C1CCCC1
BRD-K20859359,2.13535,-0.319,-0.3918,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O
BRD-K41059137,0.35700000000000004,0.331,-0.2774,Clc1cccc(c1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3
iproniazid,-0.0724,0.1189,0.009000000000000001,CC(C)NNC(=O)c1ccncc1
acitretin,0.8376,-0.3202,-0.3302,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(O)=O)c(C)c1C
PSB-1115,-1.2370999999999999,0.10195000000000001,-0.37295,CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1ccc(cc1)S(O)(=O)=O
byssochlamic-acid,-1.215,-0.1846,-0.3556,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O
BJM-HSC2-10,-0.0612,0.1887,-0.6309,CCn1cc(NC(=S)Nc2cc(Cl)ccc2OC)c(n1)C(=O)N
WZ-4002,0.3406,0.4774,0.2659,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1
tocainide,-0.38595,-1.0154,-0.56155,CC(N)C(=O)Nc1c(C)cccc1C
BRD-K70397964,-0.8281000000000001,-0.2734,-0.23199999999999998,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3C1=O
BRD-K11928012,0.26339999999999997,-1.58195,-0.51935,COc1cccc(Nc2ccc(cc2)N3CCCCC3)c1OC
BRD-K10143126,0.7446,1.1787,0.9264,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O
BRD-K71140693,0.1035,-0.0901,0.4186,Fc1cccc(F)c1S(=O)(=O)N[C@H]2CC[C@H](CC2)NS(=O)(=O)c3ccc4OCCOc4c3
venlafaxine,-0.6366499999999999,0.88285,-0.8694999999999999,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1
medetomidine,-1.4764,-0.0723,0.1032,CC(c1cnc[nH]1)c2cccc(C)c2C
pazufloxacin,-3.5474,-1.2479,-2.2737,C[C@H]1COc2c(c(F)cc3c2n1cc(C(O)=O)c3=O)C1(N)CC1
BRD-K18364651,-0.2542,1.1085,-2.0229,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
ziprasidone,-0.8676,-0.1191,0.0007,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2ccccc12
BRD-K71380401,-0.16110000000000002,-0.5077,0.13429999999999997,CCc1ccc2NC(=O)/C(=C/3\NC(=S)NC3=O)/c2c1
SA-1938756,-2.2798,-1.8319,0.6517,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(C1)C(=O)Cc1ccccc1)C(=O)Nc1ccc(F)cc1
cephalosporanic-acid,0.1224,0.0274,-1.0249,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O
STK-674938,0.3194,-0.0645,-0.09505,O=C1C2CC=CCC2C(=O)N1C3CC(=O)C4OCC3O4
BRD-K16046246,-0.47635,-2.03145,0.38049999999999995,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
BRD-K34547533,-0.0186,0.1844,-0.052000000000000005,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O
BRD-K37185609,-0.45065,-0.15539999999999998,-0.281,COc1ccc2c3c([C@H](CO)N(Cc4ccccc4Cl)C[C@]33CN(C3)C(=O)CC3CC3)n(C)c2c1
BRD-K29649571,-0.2842,-0.3936,-0.4535,O[C@@H]1COC[C@@H]2O[C@H](CC(=O)Nc3nccs3)CC[C@H]2N(Cc2ccc(Oc3ccccc3)cc2)C1
BRD-K77793090,0.6736,-0.5034500000000001,-0.18250000000000002,CCCN1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)Nc3cccc(OC)c3)cc2OC[C@@H]1C)OC
BRD-K93410934,-0.1573,0.2793,-0.963,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4
BRD-K16604360,0.19185,-0.0983,0.07975,CCCN1CCc2cc(O)cc-3c2[C@H]1Cc4ccc(O)c(O)c43
BRD-K91691979,0.4609,-0.4757,0.5678,CC(C)(C)Oc1ccccc1Nc2nc(NCCO)nc(n2)N3CCCC3
BRD-K35254025,0.33,0.3285,-0.2612,OC(=O)c1ccc(cc1)c2noc(n2)c3cccc(Cl)c3
BRD-K76264608,0.1746,-0.5167,-0.2913,CCC(=O)N1C[C@@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccnc1
