Drug	SMILES
BW-373U86	CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)c1cccc(O)c1
SCH-900776	Cn1cc(cn1)-c1cnn2c(N)c(Br)c(nc12)[C@@H]1CCCNC1
lesinurad	OC(=O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
carbachol	C[N+](C)(C)CCOC(N)=O
trans-4-[8-(3-Fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid	OC(=O)C1CCC(CC1)c1cc2cccnc2c(n1)-c1cccc(F)c1
procainamide	CCN(CC)CCNC(=O)c1ccc(N)cc1
tiracizine	CCOC(=O)Nc1ccc2CCc3ccccc3N(C(=O)CN(C)C)c2c1
BL-5583	OC(=O)c1cc2ccccc2s1
alisertib	COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
SAR-245409	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1
KPT-276	FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(n1)\C=C/C(=O)N1CC(F)(F)C1
protionamide	CCCc1cc(ccn1)C(S)=N
benzocaine	CCOC(=O)c1ccc(N)cc1
GS-39783	CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O
NPS-2143	CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N
rolipram-R(-)	COc1ccc(cc1OC1CCCC1)[C@@H]1CNC(=O)C1
alendronate	NCCCC(O)(P(O)(O)=O)P(O)(O)=O
hydroxytoluic-acid	Cc1cccc(C(O)=O)c1O
talipexole	Nc1nc2CCN(CC=C)CCc2s1
metoclopramide	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
tioguanine	Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
rizatriptan	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
mCPP	Clc1cccc(c1)N1CCNCC1
iodoquinol	Oc1c(I)cc(I)c2cccnc12
iopamidol	C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
SU014813	Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
scopine	CN1[C@H]2C[C@H](O)C[C@@H]1[C@H]1O[C@@H]21
VCH-916	CO[C@H]1CC[C@@H](CC1)N(C(=O)[C@H]1CC[C@H](C)CC1)c1cc(sc1C(O)=O)C1=CCCCC1
pizotifen	CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12
pitavastatin	O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1-c1ccc(F)cc1)C1CC1)CC(O)=O
oseltamivir-phosphate	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
r(-)-apomorphine	CN1CCc2cccc-3c2C1Cc1ccc(O)c(O)c-31
guanidine	NC(N)=N
tyrphostin-AG-1296	COc1cc2ncc(nc2cc1OC)-c1ccccc1
JIB04	Clc1ccc(N\N=C(/c2ccccc2)c2ccccn2)nc1
losartan	CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
resiquimod	CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
BMS-690514	COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1
phenazopyridine	Nc1ccc(\N=N\c2ccccc2)c(N)n1
nitromide	NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
CCT128930	NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12
piperonyl-butoxide	CCCCOCCOCCOCc1cc2OCOc2cc1CCC
enrofloxacin	CCN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1
PHTPP	Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1
3-carboxy-4-hydroxyphenylglycine-(R)	N[C@@H](C(O)=O)c1ccc(O)c(c1)C(O)=O
nicotinyl-alcohol-tartrate	OCc1cccnc1
mebicar	CN1C2C(N(C)C1=O)N(C)C(=O)N2C
imidacloprid	[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1
fasudil	O=S(=O)(N1CCCNCC1)c1cccc2cnccc12
homoharringtonine	COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC
AJ76-(+)	CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C
YM-155	COCCn1c2c(C(=O)c3ccccc3C2=O)[n+](Cc2cnccn2)c1C
nimesulide	CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O
SB-415286	Oc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2[N+]([O-])=O)cc1Cl
nicergoline	CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
L-Arginine	N[C@H](CCCNC(N)=N)C(O)=O
metamizole	CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O
RS-17053	CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1
tazarotene	CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1
sulfanitran	CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)[N+]([O-])=O
triazolam	Cc1nnc2CN=C(c3ccccc3Cl)c3cc(Cl)ccc3-n12
CP-724714	COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1
indoramin	O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
tryptanthrin	O=C1c2ccccc2-n2c1nc1ccccc1c2=O
WYE-354	COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1
AY-9944	Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1
AZD1283	CCOC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1
phthalylsulfacetamide	CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(O)=O)cc1
proxyfan	C(COCc1ccccc1)Cc1cnc[nH]1
gamma-aminobutyric-acid	NCCCC(O)=O
sodium-picosulfate	OS(=O)(=O)Oc1ccc(cc1)C(c1ccc(OS(O)(=O)=O)cc1)c1ccccn1
lactulose	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
choline	C[N+](C)(C)CCO
gallic-acid	OC(=O)c1cc(O)c(O)c(O)c1
NVP-DPP728	O=C(CNCCNc1ccc(cn1)C#N)N1CCC[C@H]1C#N
adefovir	Nc1ncnc2n(CCOCP(O)(O)=O)cnc12
tiquizium	C[N@+]12CCCC[C@@H]1CCC(C2)=C(c1cccs1)c1cccs1
triamcinolone	C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
topiroxostat	N#Cc1cc(ccn1)-c1n[nH]c(n1)-c1ccncc1
detomidine	Cc1cccc(Cc2c[nH]cn2)c1C
vandetanib	COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
A205804	Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1
AEG3482	NS(=O)(=O)c1nn2cc(nc2s1)-c1ccccc1
CUDC-907	COc1ccc(cn1)-c1nc(N2CCOCC2)c2sc(CN(C)c3ncc(cn3)C(=O)NO)cc2n1
naphazoline	C(C1=NCCN1)c1cccc2ccccc12
SB-200646	Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc12
dequalinium	Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc12
tiabendazole	c1nc(cs1)-c1nc2ccccc2[nH]1
moxonidine	COc1nc(C)nc(Cl)c1NC1=NCCN1
3-deazaneplanocin-A	Nc1nccc2n(cnc12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O
hydroxyfasudil	Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1
azatadine	CN1CCC(CC1)=C1c2ccccc2CCc2cccnc12
brefeldin-a	C[C@H]1CCC\C=C\[C@@H]2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1
U-104	NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1
entinostat	Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
quipazine	C1CN(CCN1)c1ccc2ccccc2n1
NVP-BVU972	Cn1cc(cn1)-c1ccc2ncc(Cc3ccc4ncccc4c3)n2n1
fluspirilene	Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1
UPF-1069	O=C(COc1cccc2c1cc[nH]c2=O)c1ccccc1
mebendazole	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1
furosemide	NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl
LY2090314	Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c4cnc5ccccn45)c(c1)c23)C(=O)N1CCCCC1
4-PPBP	C(CCc1ccccc1)CN1CCC(CC1)c1ccccc1
GW-788388	O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1
oxiperomide	Oc1nc2ccccc2n1C1CCN(CCOc2ccccc2)CC1
enoxacin	CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1
LY2157299	Cc1cccc(n1)-c1nn2CCCc2c1-c1ccnc2ccc(cc12)C(N)=O
NNC-55-0396	CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1
menadione	CC1=CC(=O)c2ccccc2C1=O
A-674563	Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1
osthol	COc1ccc2ccc(=O)oc2c1CC=C(C)C
mepiroxol	OCc1ccc[n+]([O-])c1
glycitein	COc1cc2c(cc1O)occ(-c1ccc(O)cc1)c2=O
PF-4981517	Cc1ccc(cc1)-c1c(cnn1C)-c1nn(C)c2ncnc(N3CC[C@@H](C3)N3CCCCC3)c12
hematoxylin	Oc1cc2C[C@@]3(O)COc4c(ccc(O)c4O)[C@H]3c2cc1O
crizotinib	C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl
wnt-c59	Cc1cc(ccn1)-c1ccc(CC(=O)Nc2ccc(cc2)-c2cccnc2)cc1
olmesartan-medoxomil	CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1
SCS	Oc1ccccc1\C=N\NC(=O)c1ccccc1O
lonidamine	OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
dolastatin-10	CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
EXO-1	COC(=O)c1ccccc1NC(=O)c1ccc(F)cc1
LY320135	COc1ccc(cc1)-c1oc2cc(OC)ccc2c1C(=O)c1ccc(cc1)C#N
bromperidol	OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Br)cc1
ixazomib	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
procaterol	CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
leflunomide	Cc1oncc1C(=O)Nc1ccc(cc1)C(F)(F)F
SB-328437	COC(=O)[C@H](Cc1ccc(cc1)[N+]([O-])=O)NC(=O)c1cccc2ccccc12
barnidipine	COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@H]1CCN(Cc2ccccc2)C1
pentagastrin	CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
SB-590885	CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N/O)c1)-c1ccncc1
suxibuzone	CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1
N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide	Ic1ccc(cc1)C(=O)NCCN1CCCCC1
SB-742457	O=S(=O)(c1ccccc1)c1cnc2c(cccc2c1)N1CCNCC1
FPL-64176	COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1
oxaliplatin	O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
nitrofurazone	NC(=O)N\N=C\c1ccc(o1)[N+]([O-])=O
broxuridine	OC[C@H]1O[C@H](C[C@@H]1O)n1cc(Br)c(=O)[nH]c1=O
idalopirdine	FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1
proxymetacaine	CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC
ioxaglic-acid	CNC(=O)c1c(I)c(N(C)C(C)=O)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(O)=O)c(I)c(C(=O)NCCO)c2I)c1I
albendazole	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
nimorazole	[O-][N+](=O)c1cncn1CCN1CCOCC1
dibenzepine	CN(C)CCN1c2ccccc2N(C)c2ccccc2C1=O
PF-573228	CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1
decitabine	Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
NVP-BHG712	Cc1ccc(cc1Nc1nc(nc2n(C)ncc12)-c1cccnc1)C(=O)Nc1cccc(c1)C(F)(F)F
methoxyamine	CON
erythritol	OC[C@H](O)[C@H](O)CO
enzastaurin	Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12
benperidol	Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O
acetyl-farnesyl-cysteine	CC(=O)N[C@@H](CSC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(O)=O
cyclizine	CN1CCN(CC1)C(c1ccccc1)c1ccccc1
RI-1	ClC1=C(N2CCOCC2)C(=O)N(C1=O)c1ccc(Cl)c(Cl)c1
CGM097	COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1
bavisant	O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1
metformin	CN(C)C(=N)NC(N)=N
inosine	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12
xilobam	CN1CCC\C1=N\C(=O)Nc1c(C)cccc1C
Ro-10-5824	Cc1ncc(CN2CCC(=CC2)c2ccccc2)c(N)n1
thiamphenicol	CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
UBP-302	N[C@@H](Cn1ccc(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O
sildenafil	CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1
retinaldehyde	CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O
phenolsulfonphthalein	Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1
gabazine	COc1ccc(cc1)-c1ccc(=N)n(CCCC(O)=O)n1
GW-583340	CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
rivanicline	CNCC\C=C\c1cccnc1
nesbuvir	CNC(=O)c1c(oc2cc(N(CCO)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1
cis-9,trans-11-Conjugated-linoleic-acid	CCCCCC\C=C\C=C/CCCCCCCC(O)=O
alpha-methylhistamine-dihydrobromide-(R)-(-)	C[C@@H](N)Cc1c[nH]cn1
clopidol	Cc1nc(C)c(Cl)c(O)c1Cl
sodium-gualenate	CC(C)c1ccc(C)c2c(cc(C)c2c1)S(O)(=O)=O
IEM1754	NCCCCCNCC12CC3CC(CC(C3)C1)C2
otamixaban	COC(=O)[C@H](Cc1cccc(c1)C(N)=N)[C@@H](C)NC(=O)c1ccc(cc1)-c1cc[n+]([O-])cc1
uracil	Oc1ccnc(O)n1
amifampridine	Nc1ccncc1N
aminosalicylate	Nc1ccc(C(O)=O)c(O)c1
DPPE	CCN(CC)CCOc1ccc(Cc2ccccc2)cc1
TAK-285	CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12
silibinin	COc1cc(ccc1O)[C@H]1Oc2cc(ccc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O
gliquidone	COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C
triciribine	Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23
zamifenacin	C(Cc1ccc2OCOc2c1)N1CCC[C@H](C1)OC(c1ccccc1)c1ccccc1
repsox	Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1
erteberel	Oc1ccc(cc1)[C@@H]1Oc2ccc(O)cc2[C@@H]2CCC[C@H]12
SB-258585	COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1
N-acetyl-D-glucosamine	CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
SGI-1776	CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1
RS-16566	CC(C)n1cnc2c(cc(Cl)cc12)C(=O)N[C@H]1CN2CCC1CC2
Ro-19-4605	CN1Cc2c(ncn2-c2ccsc2C1=O)C(=O)OC(C)(C)C
AZ191	COc1cc(ccc1Nc1nccc(n1)-c1cn(C)c2cnccc12)N1CCN(C)CC1
INC-280	CNC(=O)c1ccc(cc1F)-c1cnc2ncc(Cc3ccc4ncccc4c3)n2n1
taurocholate	C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
azilsartan	CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nc(=O)o[nH]1
phenacaine	CCOc1ccc(NC(C)=Nc2ccc(OCC)cc2)cc1
edrophonium	CC[N+](C)(C)c1cccc(O)c1
salicylamide	NC(=O)c1ccccc1O
leucylleucine-methyl-ester	COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C
moxisylyte	CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C
NSC-632839	Cc1ccc(cc1)\C=C1/CNC\C(C1=O)=C/c1ccc(C)cc1
SCH-58261	Nc1nc2n(CCc3ccccc3)ncc2c2nc(nn12)-c1ccco1
dantrolene	[O-][N+](=O)c1ccc(cc1)-c1ccc(\C=N\N2CC(=O)NC2=O)o1
4-mu-8C	Cc1cc(=O)oc2c(C=O)c(O)ccc12
zomepirac	Cc1cc(CC(O)=O)n(C)c1C(=O)c1ccc(Cl)cc1
tideglusib	O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1
maxacalcitol	[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H]
TCS-359	COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O
vorinostat	ONC(=O)CCCCCCC(=O)Nc1ccccc1
CX-4945	OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21
tanespimycin	CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
tacrine	Nc1c2CCCCc2nc2ccccc12
nilotinib	Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F
AC-264613	C\C(=N/NC(=O)[C@H]1[C@@H](CNC1=O)c1ccccc1)c1cccc(Br)c1
CK-636	Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1
gastrodin	OC[C@@H]1O[C@@H](Oc2ccc(CO)cc2)[C@H](O)[C@@H](O)[C@@H]1O
EIT-hydrobromide	CCSC(N)=N
NKP-1339	Cl[Ru+3](Cl)(Cl)(Cl)([n+]1cc2ccccc2[nH]1)[n+]1cc2ccccc2[nH]1
captamine	CN(C)CCS
3-methyladenine	Cn1cnc(=N)c2nc[nH]c12
dinoprost	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
VTP-27999	CN[C@H](CNC(=O)N1CCC[C@H](C1)[C@@H](OCCNC(=O)OC)c1cccc(Cl)c1)C[C@H]1CCCOC1
WZ8040	CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Sc3cccc(NC(=O)C=C)c3)n2)cc1
AQ-RA741	CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1
exherin	CC(C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(N)=O)NC(C)=O
PP-121	C1CCC(C1)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc12
N6-methyladenosine	CNc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
estrone	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O
roxatidine-acetate	CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1
CP-93129	O=c1ccc2[nH]cc(C3=CCNCC3)c2[nH]1
triclabendazole	CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1
semagacestat	CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1c2ccccc2CCN(C)C1=O
DFB	Fc1cccc(c1)\C=N\N=C\c1cccc(F)c1
2-hydroxyflutamide	CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
CGH2466	Nc1nc(c(s1)-c1ccncc1)-c1ccc(Cl)c(Cl)c1
sertraline	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12
SB-239063	COc1nccc(n1)-c1c(ncn1[C@H]1CC[C@H](O)CC1)-c1ccc(F)cc1
ethyl-vanillin	CCOc1cc(C=O)ccc1O
amfenac	Nc1c(CC(O)=O)cccc1C(=O)c1ccccc1
elesclomol	CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1
betamipron	OC(=O)CCNC(=O)c1ccccc1
flucytosine	Nc1nc(=O)[nH]cc1F
andarine	CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)cc1
sodium-oxybate	OCCCC(O)=O
pyritinol	Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
isosorbide-mononitrate	O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O
tramiprosate	NCCCS(O)(=O)=O
N-methyl-(-)ephedrine-[1r,2s]	C[C@@H]([C@H](O)c1ccccc1)N(C)C
dicoumarol	Oc1c(Cc2c(O)c3ccccc3oc2=O)c(=O)oc2ccccc12
MEK162	Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO
propofol	CC(C)c1cccc(C(C)C)c1O
adrenalone	CNCC(=O)c1ccc(O)c(O)c1
desloratadine	Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1
acetylcholine	CC(=O)OCC[N+](C)(C)C
IPAG	Ic1ccc(NC(=N)NC2C3CC4CC(C3)CC2C4)cc1
SB-271046	COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1
carmoxirole	OC(=O)c1ccc2[nH]cc(CCCCN3CCC(=CC3)c3ccccc3)c2c1
N6022	Cc1cc(ccc1-n1c(CCC(O)=O)ccc1-c1ccc(cc1)-n1ccnc1)C(N)=O
tolmetin	Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C
ethylenediaminetetraacetic-acid	OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
almitrine	Fc1ccc(cc1)C(N1CCN(CC1)c1nc(NCC=C)nc(NCC=C)n1)c1ccc(F)cc1
olomoucine	Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12
navitoclax	CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1
dazoxiben	OC(=O)c1ccc(OCCn2ccnc2)cc1
loratadine	CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12
inositol-hexanicotinate	O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1
batimastat	CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
Ro-15-4513	CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)N=[N+]=[N-]
PD-407824	Oc1ccc2[nH]c3cc(c4C(=O)NC(=O)c4c3c2c1)-c1ccccc1
repaglinide	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O
navarixin	CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1
daclatasvir	COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c1ncc([nH]1)-c1ccc(cc1)-c1ccc(cc1)-c1cnc([nH]1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C
3,3'-dichlorobenzaldazine	Clc1cccc(c1)\C=N\N=C\c1cccc(Cl)c1
ACY-1215	ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c1ccccc1)c1ccccc1
