StructID,MoAs,Targets
ST26865,Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor,CHRM1|SLC6A2|HRH1|CHRM3|CHRM5|CHRM4|CHRM2|HTR6|SLC6A4
ST26866,Norepinephrine precursor,ADRB2|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRA1A|ADRB3|ADRA1B
ST26867,Opiod receptor modulator,OPRM1
ST26868,Oxidative stress inducer,HSPA1A
ST26869,P-glycoprotein inhibitor,ABCB1
ST26870,DNA dependent protein kinase inhibitor|P-glycoprotein inhibitor,PRKDC
ST26871,P-glycoprotein inhibitor,ABCB1
ST26872,P-glycoprotein inhibitor,ABCB1
ST26873,P-glycoprotein inhibitor,ABCB1
ST26874,PPAR receptor antagonist,PPARD
ST26875,PPAR receptor antagonist,PPARA
ST26876,PPAR receptor antagonist,PPARG
ST26877,PPAR receptor antagonist,PPARG
ST26878,PPAR receptor antagonist,PPARG
ST26879,Protein kinase activator,PRKCA
ST26880,Protein kinase inhibitor,PRKCA
ST26881,Protein kinase inhibitor|Diacylglycerol kinase inhibitor,DGKA
ST26882,RNA polymerase inhibitor,NR1I2
ST26883,RNA polymerase inhibitor,POLR2A
ST26884,RNA polymerase inhibitor,POLR2A
ST26885,RNA polymerase inhibitor,NR1I2
ST26886,RNA polymerase inhibitor,CYP3A4|CYP2C9|CYP2C8
ST26887,RNA polymerase inhibitor,CYP3A4|CYP2C9|CYP2C8
ST26888,Retinoid receptor ligand|Retinoid receptor agonist,RXRA|RARG|RXRB|RARA|RORB|RARB|RXRG
ST26889,Retinoid receptor ligand|Retinoid receptor agonist,RARG|RORB|RARB|RARA
ST26890,Retinoid receptor ligand|Retinoid receptor agonist,RARG|RORB|RARB|RARA
ST26891,TNF production inhibitor,MIF
ST26892,TNF production inhibitor,TNF|CRBN
ST26893,Transthyretin amyloid inhibitor|Transthyretin stabilizer,TTR
ST26894,Tricyclic antidepressant,SLC6A2|SLC6A4
ST26895,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant,SLC6A2|SLC6A4
ST26896,Norepinephrine reputake inhibitor|Tricyclic antidepressant,SLC6A2
ST26897,Norepinephrine reputake inhibitor|Tricyclic antidepressant,SLC6A2
ST26898,Tricyclic antidepressant,KCNJ10|SLC6A2|SLC6A4
ST26899,Tricyclic antidepressant,SLC6A2|SLC6A4
ST26900,Norepinephrine reputake inhibitor|Tricyclic antidepressant,SLC6A3|SLC6A2|SLC6A4
ST26901,Androgen receptor agonist,AR
ST26902,Androgen receptor agonist,AR
ST26903,Androgen receptor agonist|Cytochrome P450 inhibitor,PIK3CG
ST26904,Androgen receptor agonist,AR
ST26905,Androgen receptor agonist,AR
ST26906,Androgen receptor agonist,AR
ST26907,Androgen receptor agonist,AR
ST26908,Androgen receptor agonist,AR
ST26909,Androgen receptor agonist,AR
ST26910,Estrogen receptor agonist|Androgen receptor agonist|Progesterone receptor agonist,ESR1|AR|PGR
ST26911,Estrogen receptor agonist|Androgen receptor agonist|Progesterone receptor agonist,ESR1|AR|PGR
ST26912,Bone resorption inhibitor,FDPS|PTPRS
ST26913,Bone resorption inhibitor,SLC25A4
ST26914,Bone resorption inhibitor,PTPRS
ST26915,Bone resorption inhibitor,FDPS
ST26916,L-type calcium channel activator|Calcium channel activator,CACNA1C
ST26917,Calcium channel activator,CASR
ST26918,Calcium channel activator,CACNA1C
ST26919,Calcium channel activator,KCNMA1
ST26920,Carboxamide antiepileptic,SCN5A|SCN1A|SCN3A
ST26921,Cytochrome P450 inhibitor,AKR1C3|HSD17B1|HSD3B1
ST26922,Cytochrome P450 inhibitor,CYP3A4
ST26923,Cytochrome P450 inhibitor,CYP11B2
ST26924,Cytochrome P450 inhibitor,CYP3A4
ST26925,Cytochrome P450 inhibitor,NR3C2
ST26926,Cytochrome P450 inhibitor,NR3C2
ST26927,Cytochrome P450 inhibitor,NFE2L2
ST26928,Cytochrome P450 inhibitor,NR3C1
ST26929,Cytochrome P450 inhibitor,NR3C1
ST26930,Cytochrome P450 inhibitor,NR3C1
ST26931,Cytochrome P450 inhibitor,CYP11B1
ST26932,Androgen receptor antagonist|Cytochrome P450 inhibitor|Androgen biosynthesis inhibitor,CYP17A1
ST26933,Androgen receptor antagonist|Cytochrome P450 inhibitor|Androgen biosynthesis inhibitor,CYP17A1
ST26934,Cytochrome P450 inhibitor,NR3C2
ST26935,Cytochrome P450 inhibitor,CYP3A4|CYP2B6
ST26936,Cytochrome P450 inhibitor,CYP2C19|CYP3A5|CYP2C9|CYP3A4|PTGS1
ST26937,Cytochrome P450 inhibitor,CYP2C19|CYP3A5|CYP2C9|CYP3A4|PTGS1
ST26938,Cytochrome P450 inhibitor,CYP17A1
ST26939,Dopamine receptor agonist,DRD4
ST26940,Dopamine receptor agonist,SLC6A2|SLC6A4
ST26941,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|DRD1|HTR2A|DRD4|DRD2|HTR2B|TRPA1|DRD5|HTR2C
ST26942,Dopamine receptor agonist,DRD1
ST26943,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26944,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26945,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26946,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26947,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26948,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|ADRA1A|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26949,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|ADRA1A|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26950,Dopamine receptor agonist,DRD2
ST26951,Dopamine receptor agonist,DRD1
ST26952,Dopamine receptor agonist,DRD1
ST26953,Dopamine receptor agonist,DRD3|DRD1|DRD4|DRD2|DRD5
ST26954,Dopamine receptor agonist,DRD3|DRD1|DRD4|DRD2|DRD5
ST26955,Dopamine receptor agonist,DRD3|DRD1|DRD4|DRD2|DRD5
ST26956,Dopamine receptor agonist,DRD3|DRD1|DRD4|DRD2|DRD5
ST26957,Dopamine receptor agonist,DRD3|DRD1|DRD4|DRD2|DRD5
ST26958,Dopamine receptor agonist,DRD2
ST26959,Dopamine receptor agonist,DRD1
ST26960,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26961,Dopamine receptor agonist,HTR2C|HTR2A|HTR7
ST26962,Serotonin receptor antagonist|Dopamine receptor agonist,HTR1A|HTR2A
ST26963,Serotonin receptor antagonist|Dopamine receptor agonist,HTR1A|HTR2A
ST26964,Serotonin receptor antagonist|Dopamine receptor agonist,HTR1A|HTR2A
ST26965,Dopamine receptor agonist,HTR1A|ADRA2B|ADRA2A|DRD3|ADRA2C|HTR1B|DRD1|HTR2A|DRD4|HTR1D|DRD2|HTR2B|DRD5|HTR2C
ST26966,Dopamine receptor agonist,DRD2|ADRA2A|DRD3
ST26967,Dopamine receptor agonist,DRD2|DRD3
ST26968,Dopamine receptor agonist,DRD2|DRD3|DRD4
ST26969,Dopamine receptor agonist,DRD4
ST26970,Dopamine receptor agonist,DRD2|DRD3
ST26971,Dopamine receptor agonist,DRD3|DRD1|DRD4|DRD2|DRD5
ST26972,Dopamine receptor agonist,DRD1|DRD5
ST26973,Dopamine receptor agonist,DRD1|DRD5
ST26974,Dopamine receptor agonist,DRD1
ST26975,Dopamine receptor agonist,DRD1|DRD5
ST26976,Dopamine receptor agonist|Adrenergic receptor agonist,DRD2
ST26977,Serotonin receptor antagonist|Dopamine receptor agonist,HTR2A|DRD2|HTR2B
ST26978,Dopamine uptake inhibitor,SLC6A3|SLC6A2
ST26979,Dopamine uptake inhibitor,HRH1|SLC6A3
ST26980,Dopamine uptake inhibitor,SLC6A3
ST26981,Dopamine uptake inhibitor|Noradrenaline uptake inhibitor,SLC6A3|SLC6A2
ST26982,Dopamine uptake inhibitor|Serotonin reuptake inhibitor,SLC6A2
ST26983,Dopamine uptake inhibitor,SLC6A3
ST26984,Estrogen receptor agonist,NR1I2|ESR1|ESR2
ST26985,Estrogen receptor agonist,PPARG
ST26986,Estrogen receptor agonist,ESR1
ST26987,Estrogen receptor agonist,ESR1|ESR2
ST26988,Estrogen receptor agonist,ESR1
ST26989,Estrogen receptor agonist|Estrogen-related receptor agonist,ESR2|ESRRG
ST26990,Estrogen receptor agonist,HSD17B1
ST26991,Estrogen receptor agonist,HSD17B1
ST26992,Estrogen receptor agonist,HSD17B1
ST26993,Estrogen receptor agonist,ESR1|ESR2
ST26994,Estrogen receptor agonist,ESR1|ESR2
ST26995,Estrogen receptor agonist,ESR2
ST26996,Estrogen receptor agonist,NR1I2|ESR1|ESR2
ST26997,Estrogen receptor agonist,NR1I2|ESR1|ESR2
ST26998,Estrogen receptor agonist,NR1I2|ESR1|ESR2
ST26999,Estrogen receptor agonist,NR1I2|ESR1|ESR2
ST27000,Estrogen receptor agonist,ESR1
ST27001,Estrogen receptor agonist,ESR1|ESR2
ST27002,Estrogen receptor agonist,ESR1|ESR2
ST27003,Estrogen receptor agonist,ESR1|ESR2
ST27004,Estrogen receptor agonist,ESR1|ESR2
ST27005,Estrogen receptor agonist,ESR1|ESR2
ST27006,Estrogen receptor agonist,ESR1
ST27007,Estrogen receptor agonist,ESR1
ST27008,Estrogen receptor agonist,ESR1
ST27009,Estrogen receptor agonist,ESR1
ST27010,Estrogen receptor agonist,ESR1
ST27011,Estrogen receptor agonist,ESR1
ST27012,Estrogen receptor agonist|Progesterone receptor agonist|Progesterone receptor antagonist|Glucocorticoid receptor antagonist,PGR
ST27013,Estrogen receptor agonist|Progesterone receptor agonist|Progesterone receptor antagonist|Glucocorticoid receptor antagonist,PGR
ST27014,Estrogen receptor agonist,ESR1
ST27015,Estrogen receptor agonist,ESR1
ST27016,Estrogen receptor agonist,ESR1
ST27017,Estrogen receptor agonist,ESR1
ST27018,Estrogen receptor agonist,XDH|ESR2
ST27019,Estrogen receptor agonist,ESR1
ST27020,Gluconeogenesis inhibitor,HMGCR
ST27021,Histamine receptor ligand|Histamine receptor agonist,HRH1
ST27022,Histamine receptor ligand|Histamine receptor agonist,HRH1
ST27023,Histamine receptor ligand|Histamine receptor agonist|Phosphodiesterase inhibitor|Leukotriene receptor antagonist,HRH1
ST27024,Oxazolidine antiepileptic,CACNA1G
ST27025,Oxytocin receptor agonist,OXTR
ST27026,Potassium channel blocker,KCNH2
ST27027,Potassium channel blocker,KCNH2
ST27028,Potassium channel blocker,KCNA3
ST27029,Potassium channel blocker,KCNQ1|KCNH2
ST27030,Potassium channel blocker,KCNA3
ST27031,Potassium channel blocker,KCNB2|KCNA2|KCNA6|KCNA3|KCND3|KCNC1|KCNC3|KCND1|KCNB1|KCNA5|KCNA1|KCNA4|KCNA7|KCNA10|KCNC2|KCND2
ST27032,Potassium channel blocker,KCNH2
ST27033,Potassium channel blocker,KCNK3|KCNK9
ST27034,Potassium channel blocker,KCNA5
ST27035,Potassium channel blocker,KCNH2
ST27036,Potassium channel blocker,CACNA1C|KCNH2
ST27037,Potassium channel blocker,CACNA1C|KCNH2
ST27038,Potassium channel blocker,KCNQ2|KCNQ3
ST27039,Potassium channel blocker,KCNMA1
ST27040,Potassium channel blocker,KCNMA1
ST27041,Potassium channel blocker,KCNMA1
ST27042,Potassium channel blocker,KCNA5
ST27043,Potassium channel blocker,KCNQ1|KCNQ2|KCNQ3
ST27044,Retinoid receptor agonist,RARB|RARA
ST27045,Retinoid receptor agonist,RXRG|RARA
ST27046,Retinoid receptor agonist,RARG|RARB|RARA
ST27047,Retinoid receptor agonist,RARG|RARB
ST27048,Retinoid receptor agonist,RXRA|RARG|RXRB|RARA|RARB|RXRG
ST27049,Retinoid receptor agonist,RARA
ST27050,Retinoid receptor agonist,RXRA|RXRB|RXRG
ST27051,Retinoid receptor agonist,RARG
ST27052,Retinoid receptor agonist,RARG
ST27053,Retinoid receptor agonist,RARG
ST27054,Retinoid receptor agonist,RARB
ST27055,Retinoid receptor agonist,RXRA
ST27056,Retinoid receptor agonist,RARG
ST27057,Retinoid receptor agonist,RARB|RARA
ST27058,Retinoid receptor agonist,RARB|RARA
ST27059,Retinoid receptor agonist,RARG|RARB|RARA
ST27060,Retinoid receptor agonist,RARB
ST27061,Serine protease inhibitor,PRSS1
ST27062,Sigma receptor antagonist,SIGMAR1
ST27063,Sigma receptor antagonist,SIGMAR1
ST27064,Sigma receptor antagonist,HTR1A
ST27065,Sigma receptor antagonist,SIGMAR1
ST27066,Sigma receptor antagonist,SIGMAR1
ST27067,Sigma receptor antagonist,PGRMC1
ST27068,Succinimide antiepileptic,CACNA1G
ST27069,Monoamine oxidase inhibitor|Nitric oxide production inhibitor|Guanylyl cyclase inhibitor|Tau aggregation inhibitor,ACHE
ST27070,Thyroid hormone stimulant,TSHR
ST27071,Thyroid hormone stimulant,THRB|THRA
ST27072,Thyroid hormone stimulant,THRB|THRA
ST27073,Thyroid hormone stimulant,THRB
ST27074,Tyrosine kinase inhibitor,MET
ST27075,Tyrosine kinase inhibitor,CFTR|ESR2
ST27076,Tyrosine kinase inhibitor,CFTR|ESR2
ST27077,Tyrosine kinase inhibitor,MET
ST27078,Tyrosine kinase inhibitor,CDK4|CDK2|MAPK1|MAPK3
ST27079,Tyrosine kinase inhibitor|Hepatocyte growth factor receptor inhibitor,MET
ST27080,Tyrosine kinase inhibitor,PDGFRB|KDR
ST27081,Tyrosine kinase inhibitor,MET
ST27082,Adenosine kinase inhibitor,ADK
ST27083,Adenosine receptor agonist,ADORA1
ST27084,Adenosine receptor agonist,ADORA2B|ADORA2A|ADORA3|ADORA1
ST27085,Adenosine receptor agonist,ADORA1
ST27086,Adenosine receptor agonist,ADORA2A|ADORA1
ST27087,Adenosine receptor agonist,ADORA2A|ADORA1
ST27088,Adenosine receptor agonist,ADORA2A
ST27089,Adenosine receptor agonist,ADORA1
ST27090,Adenosine receptor agonist,ADORA3
ST27091,Adenosine receptor agonist,ADORA3
ST27092,Adenosine receptor agonist,ADORA3
ST27093,Adenosine receptor agonist,ADORA3
ST27094,Adenosine receptor agonist,ADORA2B|ADORA2A|ADORA1
ST27095,Adenosine receptor agonist,ADORA2A
ST27096,Adenosine receptor agonist,ADORA1
ST27097,Adenylyl cyclase activator,ADCY2|ADCY5
ST27098,Adenylyl cyclase activator,ADCY2
ST27099,Adenylyl cyclase activator,ADCY2
ST27100,Adenylyl cyclase activator,ADCY2
ST27101,Adenylyl cyclase activator,ADCY2
ST27102,Adenylyl cyclase inhibitor,ADCY1
ST27103,Adrenergic receptor ligand,ADRA1A
ST27104,Aldose reductase inhibitor,AKR1B1
ST27105,Aldose reductase inhibitor,AKR1B1
ST27106,Aldose reductase inhibitor,AKR1B1
ST27107,Aldose reductase inhibitor,AKR1B1
ST27108,Aldose reductase inhibitor,AKR1B1
ST27109,Aldose reductase inhibitor,AKR1B1
ST27110,Aldose reductase inhibitor,AKR1B1
ST27111,Aldose reductase inhibitor,ALOX5
ST27112,Aldose reductase inhibitor,AKR1B1
ST27113,Aldose reductase inhibitor,AKR1B1
ST27114,Androgen receptor enhancer,AR
ST27115,Apelin receptor antagonist,APLNR
ST27116,Dehydropeptidase inhibitor,DPEP1
ST27117,Dehydropeptidase inhibitor,DPEP1
ST27118,Dehydropeptidase inhibitor,DPEP1
ST27119,Glutamate receptor agonist,GRM8|GRM7
ST27120,Glutamate receptor agonist,GRIA1
ST27121,Glutamate receptor agonist,GRIA3|HTR2A|GRIA1|DRD2|GRIA2
ST27122,Glutamate receptor agonist,GRM5|GRM1
ST27123,Glutamate receptor agonist,GRM2|GRM3
ST27124,Glutamate receptor agonist,GRM3
ST27125,Glutamate receptor agonist,GRIN1|GRIN2A|GRIN2B
ST27126,Glutamate receptor agonist,GRM4|GRM1
ST27127,Guanylyl cyclase activator,GUCY1A1
ST27128,Guanylyl cyclase activator,GUCY1A1
ST27129,Guanylyl cyclase activator,GUCY1A2|HIF1A
ST27130,Guanylyl cyclase inhibitor,GUCY1A2
ST27131,Hedgehog pathway inhibitor|Smoothened receptor antagonist,SMO
ST27132,Histamine receptor agonist,HNMT
ST27133,Histamine receptor agonist|Histamine receptor antagonist,HRH3|HRH1
ST27134,Histamine receptor agonist,HRH2
ST27135,Histamine receptor agonist,HRH3|HRH1|HRH2|HRH4
ST27136,Histamine receptor agonist,HRH3
ST27137,Histamine receptor agonist,HRH3
ST27138,Histamine receptor agonist,SCN5A|SCN9A|SCN10A
ST27139,Lipid peroxidase inhibitor,ADRA1A
ST27140,Melatonin receptor agonist,MTNR1A|MTNR1B
ST27141,Serotonin receptor antagonist|Melatonin receptor agonist,HTR2C|MTNR1A|MTNR1B
ST27142,Nitric oxide synthase inhibitor|Melatonin receptor agonist,MTNR1A|MTNR1B
ST27143,Melatonin receptor agonist,MTNR1A|MTNR1B
ST27144,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27145,Opioid receptor antagonist,OPRM1
ST27146,Opioid receptor antagonist,OPRD1
ST27147,Opioid receptor antagonist,OPRL1
ST27148,Acetylcholine receptor antagonist|Opioid receptor antagonist|Vesicular monoamine transporter ligand|Dopamine receptor modulator,OPRM1|SLC18A2
ST27149,Opioid receptor antagonist,OPRK1|OPRM1
ST27150,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27151,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27152,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27153,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27154,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27155,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27156,Opioid receptor antagonist,OPRK1|OPRM1
ST27157,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27158,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27159,Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST27160,Opioid receptor antagonist,OPRD1
ST27161,Opioid receptor antagonist,OPRD1
ST27162,Opioid receptor antagonist,OPRD1
ST27163,Opioid receptor antagonist,OPRD1
ST27164,Opioid receptor antagonist,OPRK1
ST27165,Opioid receptor antagonist,OPRD1
ST27166,Opioid receptor antagonist,ADIPOR2
ST27167,Opioid receptor antagonist,ADIPOR2
ST27168,Orexin receptor antagonist,HCRTR1|HCRTR2
ST27169,Orexin receptor antagonist,HCRTR1
ST27170,Orexin receptor antagonist,HCRTR1
ST27171,Orexin receptor antagonist,HCRTR1|HCRTR2
ST27172,Protein kinase C inhibitor,PRKCA|NOS1
ST27173,Serotonin receptor agonist|Serotonin receptor antagonist,HTR1A|HTR2A
ST27174,Serotonin receptor agonist|Dopamine receptor antagonist,HTR1A|DRD2
ST27175,Serotonin receptor agonist,HTR1D|HTR1B
ST27176,Serotonin receptor agonist,HTR1B
ST27177,Serotonin receptor agonist|Serotonin receptor antagonist,HTR1A|HTR1B|HRH1|HTR2A|HTR1D|DRD2|HTR2C
ST27178,Serotonin receptor agonist,HTR1A
ST27179,Serotonin receptor agonist,HTR1E|HTR1F
ST27180,Serotonin receptor agonist,HTR1A
ST27181,Serotonin receptor agonist,HTR2B
ST27182,Serotonin receptor agonist,HTR1B
ST27183,Serotonin receptor agonist,HTR4|KCNH2
ST27184,Serotonin receptor agonist,HTR4|KCNH2
ST27185,Serotonin receptor agonist,HTR4|KCNH2
ST27186,Serotonin receptor agonist,HTR1B
ST27187,Serotonin receptor agonist|Adrenergic receptor agonist,HTR2A
ST27188,Serotonin receptor agonist,SLC6A4
ST27189,Serotonin receptor agonist,HTR1D|HTR1B
ST27190,Serotonin receptor agonist,HTR6
ST27191,Serotonin receptor agonist|Adrenergic receptor agonist,HTR2A
ST27192,Serotonin receptor agonist,HTR1D
ST27193,Serotonin receptor agonist,HTR1A
ST27194,Serotonin receptor agonist,HTR1D
ST27195,Serotonin receptor agonist,HTR2C
ST27196,Serotonin receptor agonist,HTR1F
ST27197,Serotonin receptor agonist,HTR1A
ST27198,Serotonin receptor agonist,HTR2C
ST27199,Serotonin receptor agonist,HTR4
ST27200,Serotonin receptor agonist,HTR1A
ST27201,Serotonin receptor agonist,HTR2C|HTR2A|HTR2B
ST27202,Serotonin receptor agonist,HTR1D|HTR1F|HTR1B
ST27203,Serotonin receptor agonist,HTR2C|HTR2A|HTR2B
ST27204,Serotonin receptor agonist,HTR1A|DRD2|DRD1|DRD3
ST27205,Serotonin receptor agonist,HTR1A|HTR6|HTR1B
ST27206,Serotonin receptor agonist,HTR1A
ST27207,Serotonin receptor agonist,HTR3A
ST27208,Serotonin receptor agonist,HTR1A|HTR1D|HTR1F|HTR1B
ST27209,Serotonin receptor agonist|Serotonin receptor antagonist,HTR1A|HTR1B|HTR1D|HTR7|SLC6A4
ST27210,Serotonin receptor agonist,HTR2C
ST27211,Serotonin receptor agonist,HTR2C
ST27212,Serotonin receptor agonist,HTR1A
ST27213,Serotonin receptor agonist,HTR1A|HTR1D|HTR1F|HTR1B
ST27214,Toll-like receptor agonist,TLR8|TLR7
ST27215,Vitamin D receptor agonist,VDR
ST27216,Vitamin D receptor agonist,VDR
ST27217,Vitamin D receptor agonist,VDR
ST27218,Vitamin D receptor agonist,VDR
ST27219,Vitamin D receptor agonist,VDR
ST27220,Vitamin D receptor agonist,VDR
ST27221,Vitamin D receptor agonist,VDR
ST27222,Vitamin D receptor agonist,VDR
ST27223,Vitamin D receptor agonist,VDR
ST27224,Vitamin D receptor agonist,VDR
ST27225,Vitamin D receptor agonist,VDR
ST27226,Vitamin D receptor agonist,VDR
ST27227,Vitamin D receptor agonist,VDR
ST27228,Vitamin D receptor agonist,VDR
ST27229,Vitamin D receptor agonist,VDR
ST27230,Vitamin D receptor agonist,VDR
ST27231,Vitamin D receptor agonist,VDR
ST27232,Vitamin D receptor agonist,VDR
ST27233,Vitamin D receptor agonist,VDR
ST27234,Xanthine oxidase inhibitor,XDH
ST27235,Xanthine oxidase inhibitor,XDH
ST27236,Xanthine oxidase inhibitor,XDH
ST27237,Xanthine oxidase inhibitor,XDH
ST27238,5 alpha reductase inhibitor,SRD5A2|SRD5A1
ST27239,5 alpha reductase inhibitor,SRD5A2|SRD5A1
ST27240,5 alpha reductase inhibitor,SRD5A2|SRD5A1
ST27241,5 alpha reductase inhibitor,SRD5A2|SRD5A1
ST27242,ATP citrase lyase inhibitor,ACLY
ST27243,Adrenergic receptor agonist,ADRB2
ST27244,Adrenergic receptor agonist,ADRB2
ST27245,Adrenergic receptor agonist,SLC6A2
ST27246,Adrenergic receptor agonist,ADRB2
ST27247,Adrenergic receptor agonist,ADRA2B|ADRA2A|ADRA2C
ST27248,Adrenergic receptor agonist,ADRB3
ST27249,Adrenergic receptor agonist,ADRB2
ST27250,Adrenergic receptor agonist,ADRB2|ADRB1|ADRB3
ST27251,Adrenergic receptor agonist,ADRB2|ADRB1|ADRB3
ST27252,Adrenergic receptor agonist,ADRB2|ADRB1|ADRB3
ST27253,Adrenergic receptor agonist,ADRA1A
ST27254,Adrenergic receptor agonist,ADRB2
ST27255,Adrenergic receptor agonist,ADRA2B|ADRA2A|ADRA2C
ST27256,Adrenergic receptor agonist,ADRA1A
ST27257,Adrenergic receptor agonist,ADRB2|ADRB1
ST27258,Adrenergic receptor agonist,ADRA1A|ADRB1
ST27259,Adrenergic receptor agonist,ADRB2
ST27260,Adrenergic receptor agonist,ADRB2
ST27261,Adrenergic receptor agonist,ADRA2B|ADRA2A
ST27262,Adrenergic receptor agonist,ADRB2
ST27263,Adrenergic receptor agonist,ADRB2|ADRB1|ADRB3
ST27264,Adrenergic receptor agonist,ADRB2|ADRB1|ADRB3
ST27265,Adrenergic receptor agonist,ADRB2
ST27266,Adrenergic receptor agonist,ADRB2
ST27267,Adrenergic receptor agonist,ADRB3
ST27268,Adrenergic receptor agonist,ADRB2
ST27269,Adrenergic receptor agonist,ADRA2A
ST27270,Adrenergic receptor agonist,ADRA2B|ADRA2A|ADRA2C
ST27271,Adrenergic receptor agonist,ADRA2B|ADRA2A|ADRA2C
ST27272,Adrenergic receptor agonist,ADRA1A|ADRA1D|ADRA1B
ST27273,Adrenergic receptor agonist,ADRA2A|DDC
ST27274,Adrenergic receptor agonist,ADRA1A|ADRA1D|ADRA1B
ST27275,Adrenergic receptor agonist,SLC6A3
ST27276,Adrenergic receptor agonist,ADRB2
ST27277,Adrenergic receptor agonist,ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B
ST27278,Adrenergic receptor agonist,ADRA1A|ADRA1B
ST27279,Adrenergic receptor agonist,ADRB2
ST27280,Adrenergic receptor agonist,ADRB2
ST27281,Imidazoline receptor agonist|Adrenergic receptor agonist,ADRA2A|NISCH
ST27282,Adrenergic receptor agonist,ADRB2
ST27283,Adrenergic receptor agonist,ADRB2
ST27284,Adrenergic receptor agonist,ADRB2
ST27285,Adrenergic receptor agonist,ADRA1A
ST27286,Adrenergic receptor agonist,ADRB2
ST27287,Adrenergic receptor agonist,ADRB2
ST27288,Adrenergic receptor agonist,ADRB2
ST27289,Adrenergic receptor agonist,ADRB1
ST27290,Adrenergic receptor agonist,ADRB1
ST27291,Adrenergic receptor agonist,ADRA2B|ADRA2A|ADRA2C
ST27292,Adrenergic receptor agonist,ADRB3
ST27293,Adrenergic receptor agonist,ADRB3
ST27294,Adrenergic receptor agonist,ADRB3
ST27295,Androgen receptor modulator,AR
ST27296,Androgen receptor modulator,AR
ST27297,Androgen receptor modulator,CYP17A1|AR
ST27298,Androgen receptor modulator,AR
ST27299,Androgen receptor modulator,AR
ST27300,Aryl hydrocarbon receptor agonist|Capillary stabilizing agent,AHR
ST27301,Chloride channel antagonist,PTGS1|PTGS2|AR|AKR1C3
ST27302,Chloride channel antagonist,SLC12A1
ST27303,Adrenergic transmitter uptake inhibitor|Serotonin reuptake inhibitor|Dopamine reuptake inhibitor|Norepinephrine reputake inhibitor,SLC6A3|SLC6A2|SLC6A4
ST27304,Dopamine reuptake inhibitor,MAOA|DRD1|MAOB
ST27305,Serotonin reuptake inhibitor|Dopamine reuptake inhibitor,SLC6A3|SLC6A2|SLC6A4
ST27306,Acetylcholine receptor antagonist|Glycine receptor antagonist,GLRA3
ST27307,Guanylate cyclase activator,GUCY1B1
ST27308,Guanylate cyclase stimulant,GUCY1B1|GUCY1A1
ST27309,ICAM-1 expression inhibitor,ICAM1
ST27310,Imidazoline receptor ligand,NISCH
ST27311,Kainate receptor antagonist|Glutamate receptor antagonist,GRIA1
ST27312,Kainate receptor antagonist,GRIK2|GRIK1
